ident_bag,i_id,pax_id_hash,MessageReceivedDate,MessageProcessedDate,DateEvent,TagNumber,local_or_transfer
62809079,8634994,a43e0f3085c11b8a12203114fdf4d5de,2023-07-07 20:05:55.700,2023-07-07 20:05:59.297,2023-07-07 20:05:59.293,555191848,T
62809080,8634957,ba753e7dff322834014f90afa845cee3,2023-07-07 20:06:01.900,2023-07-07 20:06:04.047,2023-07-07 20:06:04.033,555401509,L
62809092,8634957,a34fef66577c8421f81280e99a02adae,2023-07-07 20:06:26.477,2023-07-07 20:06:28.767,2023-07-07 20:06:28.763,555401510,L
62809141,8634994,1559ae1c7ea6a2abcba6a20a11a15363,2023-07-07 20:08:07.620,2023-07-07 20:08:08.840,2023-07-07 20:08:08.837,555317420,T
62809335,8634998,8d21c269e993f32ef155666e00b0f26e,2023-07-07 20:16:22.433,2023-07-07 20:16:24.930,2023-07-07 20:16:24.927,555353647,T
62809355,8634998,8d21c269e993f32ef155666e00b0f26e,2023-07-07 20:17:02.763,2023-07-07 20:17:04.637,2023-07-07 20:17:04.633,555353648,T
62809404,8634985,46419a5d7442a97f5406e24cf3cc3b0f,2023-07-07 20:18:52.427,2023-07-07 20:18:55.450,2023-07-07 20:18:55.447,555384209,T
62809485,8634998,255c5ef3296f2e697dc265b1e6b31c54,2023-07-07 20:22:11.600,2023-07-07 20:22:15.753,2023-07-07 20:22:15.750,555353649,T
62809495,8634997,da6e1d0ec4eaee002c883309afb47bdf,2023-07-07 20:22:29.590,2023-07-07 20:22:32.400,2023-07-07 20:22:32.400,555350609,T
62809524,8634997,8f34dcd6e73980550fe101e2535e7ddc,2023-07-07 20:23:47.467,2023-07-07 20:23:48.520,2023-07-07 20:23:48.517,555354924,T
62809532,8634997,86adacd399a46789249222abbc19e149,2023-07-07 20:24:07.430,2023-07-07 20:24:08.637,2023-07-07 20:24:08.633,555350610,T
62809563,8634957,f54c87ae62e101adec1c840aed741348,2023-07-07 20:25:23.763,2023-07-07 20:25:26.197,2023-07-07 20:25:26.193,555401511,L
62809575,8634998,0c2e842c957a526c06113415030a377d,2023-07-07 20:25:58.443,2023-07-07 20:26:01.860,2023-07-07 20:26:01.857,555381529,L
62809606,8634994,f2d3dd064f0c6a3a2da46c8160e97664,2023-07-07 20:27:12.330,2023-07-07 20:27:14.607,2023-07-07 20:27:14.603,555370962,L
62809665,8634971,35f8a8755dcecd52a75e7c943e363e2a,2023-07-07 20:29:28.827,2023-07-07 20:29:30.643,2023-07-07 20:29:30.640,555374905,L
62809689,8634971,211f567a335dfe7cff5aab0c9abb7392,2023-07-07 20:30:22.823,2023-07-07 20:30:24.013,2023-07-07 20:30:24.010,555374906,L
62809738,8634997,704fc69f7793162bef4bb6598318e3cb,2023-07-07 20:32:48.377,2023-07-07 20:32:51.647,2023-07-07 20:32:51.643,555354119,T
62809808,8634980,05ae124ff551f2c3833a9293fd8e2dbe,2023-07-07 20:35:43.463,2023-07-07 20:35:44.583,2023-07-07 20:35:44.580,555376878,L
62809891,8634998,4fa3f29ab5b5258088b4d884582cfe41,2023-07-07 20:40:28.010,2023-07-07 20:40:31.300,2023-07-07 20:40:31.297,555395502,T
62809907,8634962,ee34d8d7c91d75eedb0c4ddb3e12ee3c,2023-07-07 20:41:01.560,2023-07-07 20:41:04.590,2023-07-07 20:41:04.587,555409000,L
62809916,8634962,12e49642f9798c88bf19fdae4dccf1ba,2023-07-07 20:41:25.720,2023-07-07 20:41:26.823,2023-07-07 20:41:26.820,555409001,L
62809944,8634985,a99844199b834a876626889eddc55378,2023-07-07 20:42:30.843,2023-07-07 20:42:32.680,2023-07-07 20:42:32.677,555331095,T
62810027,8634963,85f76e098434e24d3abfad2102a4952d,2023-07-07 20:45:52.600,2023-07-07 20:45:53.637,2023-07-07 20:45:53.633,555367941,L
62810054,8634998,26b726973bf96c4444ae8547ea420cc2,2023-07-07 20:46:53.560,2023-07-07 20:46:55.683,2023-07-07 20:46:55.680,555379938,T
62810090,8634998,bb68b99267a6fd30d33ada4d16fe45b2,2023-07-07 20:48:09.727,2023-07-07 20:48:10.590,2023-07-07 20:48:10.590,209834,L
62810100,8634988,c62beaf544352ffef392b65f2e47852c,2023-07-07 20:48:39.503,2023-07-07 20:48:42.630,2023-07-07 20:48:42.630,555396718,L
62810101,8634998,97c967e8606cb435306e559a6707c2e4,2023-07-07 20:48:43.557,2023-07-07 20:48:46.650,2023-07-07 20:48:46.647,555379939,T
62810120,8634988,9b2244bea5227fb6af890e35698e8c8c,2023-07-07 20:49:52.443,2023-07-07 20:49:53.887,2023-07-07 20:49:53.883,555396719,L
62810135,8634998,882e25068580c8aa236110dd6b7df5fb,2023-07-07 20:50:21.390,2023-07-07 20:50:21.897,2023-07-07 20:50:21.893,555346889,T
62810143,8634988,0f6fa6c7b34331d36968ad0f89f7a7de,2023-07-07 20:50:39.713,2023-07-07 20:50:41.270,2023-07-07 20:50:41.267,555396720,L
62810157,8634983,f65271180dba480aa21ebdf4cd467255,2023-07-07 20:51:15.560,2023-07-07 20:51:16.440,2023-07-07 20:51:16.433,555386832,L
62810180,8634968,7d226d0ab16ed509e509aef5bc2a14af,2023-07-07 20:52:26.790,2023-07-07 20:52:30.560,2023-07-07 20:52:30.560,555326967,L
62810211,8634980,137b9fc593e1a68abbc0343b1ba21538,2023-07-07 20:53:44.590,2023-07-07 20:53:45.863,2023-07-07 20:53:45.860,555376879,L
62810245,8634997,ab2550c8962679d5bd7fe8ca8d74da85,2023-07-07 20:55:22.463,2023-07-07 20:55:24.610,2023-07-07 20:55:24.607,555928382,T
62810261,8634997,a55addcd987a1049229ee302035c90c3,2023-07-07 20:56:05.343,2023-07-07 20:56:09.100,2023-07-07 20:56:09.097,555928383,T
62810270,8634997,ab7cd92d6d8797974bb837d23d7c9c15,2023-07-07 20:56:31.840,2023-07-07 20:56:33.490,2023-07-07 20:56:33.490,555350611,T
62810282,8634997,39d79b2cd9530de225e8bcfbc75e77bc,2023-07-07 20:56:53.443,2023-07-07 20:56:54.010,2023-07-07 20:56:54.007,555928384,T
62810297,8634980,216dd6f5bbb4bc91475de1f0859e21d0,2023-07-07 20:57:19.493,2023-07-07 20:57:21.860,2023-07-07 20:57:21.860,555376880,L
62810310,8634997,f8ace487eb5d534a78fa0f4f54be745c,2023-07-07 20:57:45.327,2023-07-07 20:57:46.523,2023-07-07 20:57:46.520,555928385,T
62810322,8634980,338c419e135870471bb10d0385ed106d,2023-07-07 20:58:16.360,2023-07-07 20:58:18.347,2023-07-07 20:58:18.343,555376881,L
62810325,8634997,7c55cfed837510b00fd910b6ef369727,2023-07-07 20:58:25.720,2023-07-07 20:58:26.530,2023-07-07 20:58:26.530,555928386,T
62810388,8634974,85af89425614400999ffdfe8e847b50f,2023-07-07 21:01:46.713,2023-07-07 21:01:50.260,2023-07-07 21:01:50.257,555405101,L
62810395,8634971,ce8df470467cf87c08d91479c1980858,2023-07-07 21:01:56.470,2023-07-07 21:01:58.143,2023-07-07 21:01:58.140,555409700,L
62810405,8634971,ce8df470467cf87c08d91479c1980858,2023-07-07 21:02:28.673,2023-07-07 21:02:29.740,2023-07-07 21:02:29.740,555409701,L
62810406,8634974,b5b4d8f4fc9324af383810288075a493,2023-07-07 21:02:29.913,2023-07-07 21:02:33.497,2023-07-07 21:02:33.493,555405102,L
62810420,8634971,31e3bef839beb002a824872c5e1babcc,2023-07-07 21:02:57.620,2023-07-07 21:03:01.400,2023-07-07 21:03:01.397,555409702,L
62810424,8634971,31e3bef839beb002a824872c5e1babcc,2023-07-07 21:03:24.510,2023-07-07 21:03:25.647,2023-07-07 21:03:25.643,555409703,L
62810425,8634997,e297ecf51cb9767d6395a9cfe4e27529,2023-07-07 21:03:29.810,2023-07-07 21:03:33.630,2023-07-07 21:03:33.627,555350612,T
62810460,8634971,564ab3b7bbdcaafd996e2005c2cdd372,2023-07-07 21:05:22.333,2023-07-07 21:05:22.700,2023-07-07 21:05:22.693,555374907,L
62810484,8634971,de438d784e6b49261a0b8ba824b1e4c4,2023-07-07 21:06:27.550,2023-07-07 21:06:29.577,2023-07-07 21:06:29.573,555374908,L
62810492,8634974,d37bf04b18e0382c31e8df669e096dda,2023-07-07 21:06:42.637,2023-07-07 21:06:45.523,2023-07-07 21:06:45.520,555405103,L
62810551,8634993,107e08dcbb0064c5ffbfbfed6d0b1a0e,2023-07-07 21:09:46.497,2023-07-07 21:09:47.650,2023-07-07 21:09:47.640,555305665,T
62810560,8634993,4af1593a91dc5b374bbeb28818fe9cbd,2023-07-07 21:10:00.870,2023-07-07 21:10:04.303,2023-07-07 21:10:04.287,555305666,T
62810569,8634998,7d1c698adc8009f99d9bdefd5d7327ce,2023-07-07 21:10:20.463,2023-07-07 21:10:24.813,2023-07-07 21:10:24.810,555398895,L
62810575,8634993,41f4ed2e63bf2a0fc2cfa0b74d5854eb,2023-07-07 21:10:35.560,2023-07-07 21:10:37.323,2023-07-07 21:10:37.310,555305667,T
62810587,8634993,fc7cd7404dafe3174943aa490827f06e,2023-07-07 21:11:05.767,2023-07-07 21:11:06.303,2023-07-07 21:11:06.300,555305668,T
62810615,8634998,8c3da74e3d2896828731c3594d47b886,2023-07-07 21:12:43.367,2023-07-07 21:12:46.917,2023-07-07 21:12:46.913,555398896,L
62810623,8634998,e45eb36724cfd30d66d89e739aa4e4a0,2023-07-07 21:13:10.677,2023-07-07 21:13:11.040,2023-07-07 21:13:11.037,555398897,L
62810628,8634993,4b65e221ea33edd2caae0bd2fe2078f7,2023-07-07 21:13:17.207,2023-07-07 21:13:18.970,2023-07-07 21:13:18.970,555354215,T
62810721,8634988,1af00c2122507a1d181958d0444e953c,2023-07-07 21:17:27.363,2023-07-07 21:17:28.727,2023-07-07 21:17:28.723,555396721,L
62810726,8634961,be8efbc3cf49aec6f8995b6adeb14418,2023-07-07 21:17:42.423,2023-07-07 21:17:44.327,2023-07-07 21:17:44.320,555369443,L
62810731,8634961,be8efbc3cf49aec6f8995b6adeb14418,2023-07-07 21:17:58.713,2023-07-07 21:17:59.910,2023-07-07 21:17:59.907,555369444,L
62810746,8634974,b776bc869d3da816224663c1f7348497,2023-07-07 21:18:35.753,2023-07-07 21:18:38.880,2023-07-07 21:18:38.877,555405104,L
62810756,8634996,6d32ccfab9aeb2415ff3c18601de9779,2023-07-07 21:18:58.567,2023-07-07 21:19:02.300,2023-07-07 21:19:02.297,555288015,T
62810767,8634996,46dbd9fa698090b2b51f7dbbaac57a82,2023-07-07 21:19:34.443,2023-07-07 21:19:35.043,2023-07-07 21:19:35.040,555288016,T
62810782,8634961,be8efbc3cf49aec6f8995b6adeb14418,2023-07-07 21:20:00.550,2023-07-07 21:20:03.113,2023-07-07 21:20:03.110,555369445,L
62810785,8634963,f4aa4ffb93040f2ef25e4796b9337b35,2023-07-07 21:20:06.227,2023-07-07 21:20:07.187,2023-07-07 21:20:07.177,555367942,L
62810795,8634961,be8efbc3cf49aec6f8995b6adeb14418,2023-07-07 21:20:35.603,2023-07-07 21:20:39.070,2023-07-07 21:20:39.067,555369446,L
62810800,8634996,b225b2bc8ad683119a7c72738d7ff81a,2023-07-07 21:20:51.463,2023-07-07 21:20:55.070,2023-07-07 21:20:55.067,555288017,T
62810807,8634996,9e17e0af527641be3d7b478a65621157,2023-07-07 21:21:04.517,2023-07-07 21:21:07.457,2023-07-07 21:21:07.450,555288018,T
62810827,8634996,da5a755ef51088496e1e10f47cc891ca,2023-07-07 21:22:03.587,2023-07-07 21:22:06.900,2023-07-07 21:22:06.900,555288019,T
62810832,8634993,bebbd37af36502a157de5f93a5845c84,2023-07-07 21:22:13.387,2023-07-07 21:22:15.140,2023-07-07 21:22:15.140,555405201,L
62810847,8634963,167124aea2069e7cf2ddc1f0c9fd679c,2023-07-07 21:23:08.530,2023-07-07 21:23:11.477,2023-07-07 21:23:11.473,555367943,L
62810862,8634986,6f79a6de015008621d4d28f4a295cb82,2023-07-07 21:23:43.667,2023-07-07 21:23:44.163,2023-07-07 21:23:44.160,555407901,T
62810863,8634963,11c09a57dee455bc07bbe6551fba4e3d,2023-07-07 21:23:44.487,2023-07-07 21:23:47.897,2023-07-07 21:23:47.890,555367944,L
62810874,8634963,c027ab55097aa21e33d9bafebbee00eb,2023-07-07 21:24:10.620,2023-07-07 21:24:12.313,2023-07-07 21:24:12.310,555367945,L
62810884,8634996,f7c4947ff8579130b5865ca0703f588e,2023-07-07 21:24:41.747,2023-07-07 21:24:44.437,2023-07-07 21:24:44.433,555288020,T
62810921,8634957,c56ced026653c60bd519740671e04eee,2023-07-07 21:26:57.977,2023-07-07 21:26:59.550,2023-07-07 21:26:59.543,555401512,L
62810938,8634993,f4e9baad7e01d474070bdeff7b45062c,2023-07-07 21:27:33.430,2023-07-07 21:27:35.090,2023-07-07 21:27:35.090,555405202,L
62810963,8634961,e2a3abae3a9e8b3f81a4008f22818cb3,2023-07-07 21:28:24.853,2023-07-07 21:28:27.227,2023-07-07 21:28:27.223,555369447,L
62810964,8634963,f64e2edacfadaa5d89abfb453ce46011,2023-07-07 21:28:26.893,2023-07-07 21:28:27.480,2023-07-07 21:28:27.480,555367946,L
62810966,8634961,f01edd101ae9546ace3a79c9d3306f7e,2023-07-07 21:28:28.543,2023-07-07 21:28:31.383,2023-07-07 21:28:31.380,555367504,L
62811008,8634976,37de7071c94e2dd9a00ec88d9d3023e3,2023-07-07 21:30:49.640,2023-07-07 21:30:51.253,2023-07-07 21:30:51.250,555397555,L
62811042,8634998,9f1c1f8ea6663169c941e6560b9d7dff,2023-07-07 21:32:46.603,2023-07-07 21:32:50.750,2023-07-07 21:32:50.747,555398898,L
62811052,8634998,917e00aee0230284b21f14aa5d534fc2,2023-07-07 21:33:14.310,2023-07-07 21:33:15.067,2023-07-07 21:33:15.063,555398899,L
62811067,8634998,7430df4a8308f9a35387a415dba91948,2023-07-07 21:34:02.520,2023-07-07 21:34:03.690,2023-07-07 21:34:03.687,555392874,L
62811069,8634993,f4e9baad7e01d474070bdeff7b45062c,2023-07-07 21:34:04.557,2023-07-07 21:34:07.533,2023-07-07 21:34:07.530,555405203,L
62811085,8634962,95a36c9beebdd725a7f5e2e3dfd35431,2023-07-07 21:35:04.280,2023-07-07 21:35:05.370,2023-07-07 21:35:05.367,555409002,L
62811091,8634985,16dfc6ed2a4e5f5fe4c4856a6efb1d18,2023-07-07 21:35:24.730,2023-07-07 21:35:26.037,2023-07-07 21:35:26.033,555407803,L
62811093,8634993,f4e9baad7e01d474070bdeff7b45062c,2023-07-07 21:35:29.620,2023-07-07 21:35:30.060,2023-07-07 21:35:30.053,555405204,L
62811094,8634980,2b9f2e72ccb9c0d31798dca315427192,2023-07-07 21:35:34.497,2023-07-07 21:35:37.620,2023-07-07 21:35:37.617,555376882,L
62811096,8634998,e7044eb17e41d7b2096f8a4dc8b41c9b,2023-07-07 21:35:43.477,2023-07-07 21:35:45.593,2023-07-07 21:35:45.590,555392875,L
62811101,8634985,1c6611f2ae52d853ae685a008504accb,2023-07-07 21:35:59.783,2023-07-07 21:36:01.477,2023-07-07 21:36:01.473,555407804,L
62811102,8634998,33a3e93248361c2d6de7d2ede1c9c744,2023-07-07 21:36:02.230,2023-07-07 21:36:05.357,2023-07-07 21:36:05.353,555392876,L
62811104,8634961,b2a6175e3fbe09d2f0274d55ee8c0edd,2023-07-07 21:36:04.677,2023-07-07 21:36:05.613,2023-07-07 21:36:05.610,555369448,L
62811111,8634980,f964b8a71bd2359bc1158566a76950e5,2023-07-07 21:36:22.650,2023-07-07 21:36:25.620,2023-07-07 21:36:25.617,555376883,L
62811116,8634998,b5244c14c1081377489bdb9dae7a5ce0,2023-07-07 21:36:40.600,2023-07-07 21:36:42.333,2023-07-07 21:36:42.327,555392877,L
62811117,8634961,c3cbc01e4e054cc8130367310e79fa60,2023-07-07 21:36:46.713,2023-07-07 21:36:50.037,2023-07-07 21:36:50.033,555369449,L
62811126,8634961,ce041ed69a984a1a6872c3de79b0ae21,2023-07-07 21:37:04.697,2023-07-07 21:37:06.140,2023-07-07 21:37:06.137,555369450,L
62811127,8634980,64f91c6496caf7bd27032b364292bba5,2023-07-07 21:37:12.480,2023-07-07 21:37:14.177,2023-07-07 21:37:14.173,555376884,L
62811138,8634961,f5d2af31712f2f425cb83fa2f0d92474,2023-07-07 21:37:48.557,2023-07-07 21:37:51.063,2023-07-07 21:37:51.060,555369451,L
62811162,8634976,7f3393afc73c74070dfec892c8ebdd77,2023-07-07 21:38:48.510,2023-07-07 21:38:51.800,2023-07-07 21:38:51.797,555397556,L
62811166,8634961,5c920eec5589b742c6acdf73f2e89c53,2023-07-07 21:39:01.553,2023-07-07 21:39:03.883,2023-07-07 21:39:03.880,555369452,L
62811169,8634963,6c70e0bd07387bb764de7feeba09b529,2023-07-07 21:39:06.470,2023-07-07 21:39:07.980,2023-07-07 21:39:07.980,555367947,L
62811185,8634993,eba6577d668221382c81c76b1432efbf,2023-07-07 21:39:55.440,2023-07-07 21:39:59.107,2023-07-07 21:39:59.103,555405205,L
62811190,8634993,eba6577d668221382c81c76b1432efbf,2023-07-07 21:40:22.683,2023-07-07 21:40:26.623,2023-07-07 21:40:26.620,555405206,L
62811191,8634971,72aee98ebe3e88557ba9571a65598d13,2023-07-07 21:40:26.740,2023-07-07 21:40:30.410,2023-07-07 21:40:30.410,555374909,L
62811196,8634988,bce2b8438e453510c0ee6a777bb0617a,2023-07-07 21:40:40.587,2023-07-07 21:40:42.357,2023-07-07 21:40:42.353,555396722,L
62811200,8634971,875dbda64204304c8243ed04ee115b23,2023-07-07 21:40:54.813,2023-07-07 21:40:57.720,2023-07-07 21:40:57.717,555374910,L
62811206,8634974,94942be2ccfc56946d80dca4005be278,2023-07-07 21:41:08.253,2023-07-07 21:41:09.773,2023-07-07 21:41:09.770,555376766,L
62811217,8634993,eba6577d668221382c81c76b1432efbf,2023-07-07 21:41:28.607,2023-07-07 21:41:29.690,2023-07-07 21:41:29.687,555405208,L
62811231,8634961,a1cf75830b302e549266e4818cfa2a37,2023-07-07 21:41:58.323,2023-07-07 21:42:01.100,2023-07-07 21:42:01.097,555369453,L
62811232,8634993,eba6577d668221382c81c76b1432efbf,2023-07-07 21:42:01.570,2023-07-07 21:42:04.870,2023-07-07 21:42:04.867,555405209,L
62811245,8634961,c66d606e1df5121df4d30151468fb9ef,2023-07-07 21:42:36.607,2023-07-07 21:42:40.150,2023-07-07 21:42:40.150,555369454,L
62811289,8634993,98559c7f5d76c931326d724c7ff43489,2023-07-07 21:44:38.650,2023-07-07 21:44:38.997,2023-07-07 21:44:38.993,555405213,L
62811351,8634962,9f235e2e56c401c9e9d9e62e648999bd,2023-07-07 21:47:48.787,2023-07-07 21:47:52.453,2023-07-07 21:47:52.450,555409003,L
62811357,8634961,7d4c6ee2ed9ae23b8a95f9188c7fcaab,2023-07-07 21:48:03.447,2023-07-07 21:48:04.993,2023-07-07 21:48:04.990,555369455,L
62811368,8634998,e4501ef647b6efad89aefaadebbcaa0c,2023-07-07 21:48:51.453,2023-07-07 21:48:52.547,2023-07-07 21:48:52.543,555392878,L
62811372,8634961,901956f7aadb8f06f06e1a05af284819,2023-07-07 21:49:04.487,2023-07-07 21:49:08.087,2023-07-07 21:49:08.083,555369456,L
62811377,8634963,8d522a399bece40cbf9b223c35f7d1fa,2023-07-07 21:49:17.490,2023-07-07 21:49:20.067,2023-07-07 21:49:20.063,555367948,L
62811384,8634961,3456fb5ccd132182d9cefb7b927bfbe2,2023-07-07 21:49:41.547,2023-07-07 21:49:43.650,2023-07-07 21:49:43.650,555369457,L
62811401,8634971,1dc0887c242b5df22d6a81f39c9153b6,2023-07-07 21:50:28.397,2023-07-07 21:50:31.470,2023-07-07 21:50:31.470,555374911,L
62811414,8634963,2b9c8d6f4975aaabc5ed78d20a8ff5e3,2023-07-07 21:51:20.560,2023-07-07 21:51:22.750,2023-07-07 21:51:22.750,555367949,L
62811421,8634961,efd553e994217f025644821ee03c2d95,2023-07-07 21:51:36.507,2023-07-07 21:51:38.603,2023-07-07 21:51:38.600,555369458,L
62811425,8634963,34fa264d697749b5a3239b0ad0668816,2023-07-07 21:51:45.890,2023-07-07 21:51:46.690,2023-07-07 21:51:46.687,555367950,L
62811426,8634961,62aef77e06272169e07a4202ce48a197,2023-07-07 21:51:46.307,2023-07-07 21:51:46.770,2023-07-07 21:51:46.767,555369459,L
62811434,8634963,2b9c8d6f4975aaabc5ed78d20a8ff5e3,2023-07-07 21:52:15.650,2023-07-07 21:52:18.310,2023-07-07 21:52:18.307,555367951,L
62811438,8634994,c7c24dcdbb495a883cd11ee6e4f8cab9,2023-07-07 21:52:23.380,2023-07-07 21:52:26.047,2023-07-07 21:52:26.043,555370963,L
62811452,8634998,5bf22475a71ced17bf906a6e389de148,2023-07-07 21:53:21.387,2023-07-07 21:53:22.357,2023-07-07 21:53:22.353,555392879,L
62811453,8634993,a02d851fc263db29e2a5283a0d6d7e4c,2023-07-07 21:53:23.420,2023-07-07 21:53:26.067,2023-07-07 21:53:26.063,555405217,L
62811455,8634963,3cb30197d9fd8fb31c04056a3721e5df,2023-07-07 21:53:30.330,2023-07-07 21:53:34.273,2023-07-07 21:53:34.270,555367952,L
62811468,8634963,f55ecfeaa09dc8359e6ee1b57018e0f7,2023-07-07 21:54:09.510,2023-07-07 21:54:10.707,2023-07-07 21:54:10.703,555339469,L
62811474,8634971,f8f480dc058a625e9bcf592fb8e6d1a1,2023-07-07 21:54:52.300,2023-07-07 21:54:55.153,2023-07-07 21:54:55.150,555374912,L
62811476,8634961,9d1b6c3d041928edb3954455974b706e,2023-07-07 21:55:01.647,2023-07-07 21:55:03.177,2023-07-07 21:55:03.167,555369460,L
62811478,8634998,2f6e50766c35a6a03aca29fa87748c62,2023-07-07 21:55:06.517,2023-07-07 21:55:07.070,2023-07-07 21:55:07.067,555392880,L
62811482,8634998,c75d9bde3c425f83c51e927afd8f73be,2023-07-07 21:55:15.463,2023-07-07 21:55:18.690,2023-07-07 21:55:18.683,555392881,L
62811493,8634963,3a5aa1daeb8b4011fbc5707548b8e774,2023-07-07 21:55:40.720,2023-07-07 21:55:42.570,2023-07-07 21:55:42.570,555367953,L
62811494,8634962,f9f50da0d28ad8e6b030ee342ebab383,2023-07-07 21:55:42.753,2023-07-07 21:55:46.297,2023-07-07 21:55:46.293,555409004,L
62811497,8634961,c3d31b4b3a4226958c18d8770a36d866,2023-07-07 21:55:45.597,2023-07-07 21:55:46.430,2023-07-07 21:55:46.423,555369461,L
62811511,8634962,32df1a3c7cca22fba1671c4d4c9ca871,2023-07-07 21:56:20.227,2023-07-07 21:56:21.413,2023-07-07 21:56:21.410,555409005,L
62811513,8634963,14eaef2cd5f43dfedce85b8139692826,2023-07-07 21:56:25.520,2023-07-07 21:56:29.023,2023-07-07 21:56:29.020,555339470,L
62811519,8634986,be0c7b8f5b14d74f1529d478730c77bb,2023-07-07 21:56:44.673,2023-07-07 21:56:44.993,2023-07-07 21:56:44.990,555344284,L
62811523,8634963,14eaef2cd5f43dfedce85b8139692826,2023-07-07 21:57:00.563,2023-07-07 21:57:01.107,2023-07-07 21:57:01.103,555339471,L
62811530,8634986,be0c7b8f5b14d74f1529d478730c77bb,2023-07-07 21:57:25.867,2023-07-07 21:57:29.217,2023-07-07 21:57:29.213,555344285,L
62811533,8634986,be0c7b8f5b14d74f1529d478730c77bb,2023-07-07 21:57:40.527,2023-07-07 21:57:41.407,2023-07-07 21:57:41.403,555344286,L
62811560,8634963,d4cf59d2170b13add6870a04d3861125,2023-07-07 21:59:02.487,2023-07-07 21:59:05.890,2023-07-07 21:59:05.887,555367954,L
62811565,8634976,732ea8b001ddafec751c35b4cdc59f91,2023-07-07 21:59:15.523,2023-07-07 21:59:17.930,2023-07-07 21:59:17.927,555397557,L
62811579,8634957,fadd515519b4b4cf4aad82ce809b403c,2023-07-07 21:59:59.530,2023-07-07 22:00:01.830,2023-07-07 22:00:01.827,555401513,L
62811590,8634957,6414310e6789d094c0925c7fc404be89,2023-07-07 22:00:38.627,2023-07-07 22:00:41.550,2023-07-07 22:00:41.547,555401514,L
62811608,8634980,c91e89960965edf50152ba44451bdc10,2023-07-07 22:01:27.717,2023-07-07 22:01:30.180,2023-07-07 22:01:30.177,555376885,L
62811620,8634980,064258cb42cc1d149d3c56f1c7b3b9b5,2023-07-07 22:01:59.490,2023-07-07 22:02:01.833,2023-07-07 22:02:01.830,555376886,L
62811642,8634968,830008421bb7ba5174912393c17379df,2023-07-07 22:02:48.433,2023-07-07 22:02:49.693,2023-07-07 22:02:49.690,555326968,L
62811643,8634963,101288d9a478646fefd691a79b4ff9de,2023-07-07 22:02:49.653,2023-07-07 22:02:53.407,2023-07-07 22:02:53.403,555367955,L
62811649,8634994,a899157f17fdf920e359b3a83636d84d,2023-07-07 22:03:02.960,2023-07-07 22:03:07.290,2023-07-07 22:03:07.283,555370964,L
62811650,8634957,fbb1b42bb248aab80c1f3ef99aefa3ac,2023-07-07 22:03:06.683,2023-07-07 22:03:07.743,2023-07-07 22:03:07.690,555401515,L
62811667,8634957,d49b3560a77384808747a886f7398e2c,2023-07-07 22:03:53.313,2023-07-07 22:03:55.420,2023-07-07 22:03:55.413,555401516,L
62811675,8634971,c2f191ce79c25971ac1dc6fe39d0a4a8,2023-07-07 22:04:17.837,2023-07-07 22:04:19.783,2023-07-07 22:04:19.780,555374913,L
62811687,8634957,f01c2d5ae3b1c8d7f88543e78326d777,2023-07-07 22:04:37.820,2023-07-07 22:04:39.893,2023-07-07 22:04:39.890,555401517,L
62811690,8634980,1ea99007cd38de817b9776786af019ba,2023-07-07 22:04:45.580,2023-07-07 22:04:47.750,2023-07-07 22:04:47.747,555376887,L
62811696,8634968,504ebb05b6b93db1d75e5dff5365307f,2023-07-07 22:05:07.763,2023-07-07 22:05:11.823,2023-07-07 22:05:11.820,555326969,L
62811698,8634957,d49b3560a77384808747a886f7398e2c,2023-07-07 22:05:16.737,2023-07-07 22:05:19.843,2023-07-07 22:05:19.840,555401518,L
62811703,8634986,2bc1a5878538184714c64a8992dd58bc,2023-07-07 22:05:27.413,2023-07-07 22:05:28.210,2023-07-07 22:05:28.207,555365098,L
62811704,8634976,237c741ae75c8bcf988b8320e5851ae2,2023-07-07 22:05:30.717,2023-07-07 22:05:32.307,2023-07-07 22:05:32.303,555397558,L
62811708,8634998,8da8036180b12a97b7bef48aa782ec40,2023-07-07 22:05:45.507,2023-07-07 22:05:48.320,2023-07-07 22:05:48.317,555390432,L
62811710,8634998,2928dbc6d2209fa635e79254104c0529,2023-07-07 22:05:48.390,2023-07-07 22:05:52.407,2023-07-07 22:05:52.403,555392882,L
62811720,8634988,a4ff712cb07ecb2ce72f38c13992e67f,2023-07-07 22:06:20.413,2023-07-07 22:06:21.507,2023-07-07 22:06:21.500,555396723,L
62811722,8634986,2bc1a5878538184714c64a8992dd58bc,2023-07-07 22:06:27.353,2023-07-07 22:06:29.410,2023-07-07 22:06:29.403,555365099,L
62811723,8634957,d49b3560a77384808747a886f7398e2c,2023-07-07 22:06:28.590,2023-07-07 22:06:29.627,2023-07-07 22:06:29.617,555401519,L
62811726,8634963,db964c8b25473bc35da696f0683a8e3f,2023-07-07 22:06:34.377,2023-07-07 22:06:37.813,2023-07-07 22:06:37.803,555367956,L
62811733,8634961,ce13592abdacd6c98c3bf9ef3307630e,2023-07-07 22:06:55.350,2023-07-07 22:06:59.273,2023-07-07 22:06:59.270,555369462,L
62811737,8634963,c834460176b405044fc39acd8f6eade8,2023-07-07 22:07:07.730,2023-07-07 22:07:08.250,2023-07-07 22:07:08.247,555367957,L
62811738,8634998,98b72d3836b3c90b95310b001089e89f,2023-07-07 22:07:08.550,2023-07-07 22:07:11.997,2023-07-07 22:07:11.993,555392883,L
